rentree;rentree_universitaire;niveau_geographique;geo_nom;regroupement;rgp_formations_ou_etablissements;secteur;secteur_de_l_etablissement;sexe;sexe_de_l_etudiant;effectif;a_des_effectifs_dut;effectif_dut;a_des_effectifs_ing;effectif_ing;diffusable;donnees_diffusables;secret;donnees_soumises_au_secret_stat;niveau_geo;geo_id;reg_id;aca_id;dep_id;uucr_id
2001;2001-02;Commune;Outreau;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;74;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62643;R32;A09;D062;UU62503
2010;2010-11;Département;Ain;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;78;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D001;R84;A10;D001;
2004;2004-05;Commune;Rennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;190;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2010;2010-11;Département;Allier;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1578;oui;220;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D003;R84;A06;D003;
2004;2004-05;Commune;Saint-Jouan-des-Guérets;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;50;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35284;R53;A14;D035;UU35105
2010;2010-11;Département;Aude;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;48;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D011;R76;A11;D011;
2004;2004-05;Commune;Le Blanc;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;8;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;36018;R24;A18;D036;UU36201
2010;2010-11;Département;Aveyron;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;275;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D012;R76;A16;D012;
2010;2010-11;Département;Calvados;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;906;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D014;R28;A05;D014;
2010;2010-11;Département;Charente;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;27;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D016;R75;A13;D016;
2010;2010-11;Département;Charente-Maritime;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;1847;non;;oui;600;oui;Données diffusables;non;Autres données;DEPARTEMENT;D017;R75;A13;D017;
2010;2010-11;Département;Cher;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;55;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D018;R24;A18;D018;
2010;2010-11;Département;Cher;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;310;non;;oui;310;oui;Données diffusables;non;Autres données;DEPARTEMENT;D018;R24;A18;D018;
2010;2010-11;Département;Corrèze;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;116;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D019;R75;A22;D019;
2010;2010-11;Département;Côte-d'Or;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;2505;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D021;R27;A07;D021;
2010;2010-11;Département;Côtes-d'Armor;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;117;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D022;R53;A14;D022;
2010;2010-11;Département;Côtes-d'Armor;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1969;oui;315;oui;23;oui;Données diffusables;non;Autres données;DEPARTEMENT;D022;R53;A14;D022;
2010;2010-11;Département;Dordogne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;14;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D024;R75;A04;D024;
2010;2010-11;Département;Doubs;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;16;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D025;R27;A03;D025;
2010;2010-11;Département;Drôme;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;14;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D026;R84;A08;D026;
2010;2010-11;Département;Drôme;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;1;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D026;R84;A08;D026;
2010;2010-11;Département;Eure-et-Loir;UNIV;Universités;PU;Établissements publics;2;Feminin;250;oui;26;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D028;R24;A18;D028;
2010;2010-11;Département;Finistère;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;492;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D029;R53;A14;D029;
2010;2010-11;Département;Finistère;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;26;non;;oui;26;oui;Données diffusables;non;Autres données;DEPARTEMENT;D029;R53;A14;D029;
2010;2010-11;Département;Corse-du-Sud;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;113;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D02A;R94;A27;D02A;
2010;2010-11;Département;Gard;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;96;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D030;R76;A11;D030;
2010;2010-11;Département;Gard;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;4;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D030;R76;A11;D030;
2010;2010-11;Département;Haute-Garonne;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;345;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D031;R76;A16;D031;
2010;2010-11;Département;Ille-et-Vilaine;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;615;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D035;R53;A14;D035;
2010;2010-11;Département;Ille-et-Vilaine;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;1583;non;;oui;1583;oui;Données diffusables;non;Autres données;DEPARTEMENT;D035;R53;A14;D035;
2010;2010-11;Département;Indre;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;250;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D036;R24;A18;D036;
2010;2010-11;Département;Indre;UNIV;Universités;PU;Établissements publics;2;Feminin;521;oui;152;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D036;R24;A18;D036;
2010;2010-11;Département;Indre-et-Loire;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;9;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D037;R24;A18;D037;
2010;2010-11;Département;Indre-et-Loire;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;10040;oui;718;oui;601;oui;Données diffusables;non;Autres données;DEPARTEMENT;D037;R24;A18;D037;
2010;2010-11;Département;Landes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;13;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D040;R75;A04;D040;
2010;2010-11;Département;Landes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;32;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D040;R75;A04;D040;
2010;2010-11;Département;Haute-Loire;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;183;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D043;R84;A06;D043;
2010;2010-11;Département;Loire-Atlantique;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;864;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D044;R52;A17;D044;
2010;2010-11;Département;Vaucluse;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;755;non;;oui;12;oui;Données diffusables;non;Autres données;DEPARTEMENT;D084;R93;A02;D084;
2010;2010-11;Département;Vaucluse;UNIV;Universités;PU;Établissements publics;2;Feminin;3880;oui;232;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D084;R93;A02;D084;
2010;2010-11;Département;Vendée;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;6;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D085;R52;A17;D085;
2010;2010-11;Département;Vendée;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;631;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D085;R52;A17;D085;
2010;2010-11;Département;Vosges;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;67;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D088;R44;A12;D088;
2010;2010-11;Département;Yonne;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;252;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D089;R27;A07;D089;
2010;2010-11;Département;Territoire de Belfort;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;220;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D090;R27;A03;D090;
2010;2010-11;Département;Hauts-de-Seine;GE;Grands établissements MENESR;PU;Établissements publics;2;Feminin;2003;non;;oui;358;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;
2010;2010-11;Département;Hauts-de-Seine;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;1509;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D092;R11;A25;D092;
2010;2010-11;Département;Val-de-Marne;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;29;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;
2010;2010-11;Département;Val-de-Marne;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;296;non;;oui;296;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;
2010;2010-11;Département;Val-d'Oise;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;688;non;;oui;688;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;
2010;2010-11;Département;Val-d'Oise;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;1515;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;
2010;2010-11;Département;Val-d'Oise;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;3976;non;;oui;718;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;
2010;2010-11;Département;Martinique;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;214;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D972;R02;A31;D972;
2010;2010-11;Département;Nouvelle-Calédonie;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;2070;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D988;R00;A40;D988;
2010;2010-11;Département;Étranger;UNIV;Universités;PU;Établissements publics;1;Masculin;5;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D999;R99;A99;D999;
