rentree;rentree_universitaire;niveau_geographique;geo_nom;regroupement;rgp_formations_ou_etablissements;secteur;secteur_de_l_etablissement;sexe;sexe_de_l_etudiant;effectif;a_des_effectifs_dut;effectif_dut;a_des_effectifs_ing;effectif_ing;diffusable;donnees_diffusables;secret;donnees_soumises_au_secret_stat;niveau_geo;geo_id;reg_id;aca_id;dep_id;uucr_id
2009;2009-10;Commune;Saint-Cloud;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;128;oui;27;non;;oui;Données diffusables;non;Autres données;COMMUNE;92064;R11;A25;D092;UU00851
2009;2009-10;Commune;Sèvres;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;24;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;92072;R11;A25;D092;UU00851
2016;2016-17;Unité urbaine;Rennes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;307;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35701;R53;;;UU35701
2009;2009-10;Commune;Aubervilliers;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;352;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;93001;R11;A24;D093;UU00851
2009;2009-10;Commune;Bagnolet;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;40;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;93006;R11;A24;D093;UU00851
2016;2016-17;Unité urbaine;Grenoble;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;392;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU38701;R84;;;UU38701
2009;2009-10;Commune;Bobigny;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;4;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;93008;R11;A24;D093;UU00851
2016;2016-17;Unité urbaine;Mont-de-Marsan;UNIV;Universités;PU;Établissements publics;1;Masculin;283;oui;177;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU40401;R75;;;UU40401
2009;2009-10;Commune;Montreuil;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;288;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;93048;R11;A24;D093;UU00851
2016;2016-17;Unité urbaine;Vendôme;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;160;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU41401;R24;;;UU41401
2009;2009-10;Commune;Le Raincy;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;192;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;93062;R11;A24;D093;UU00851
2016;2016-17;Département;Paris;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;3321;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D075;R11;A01;D075;
2009;2009-10;Commune;Rosny-sous-Bois;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;29;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;93064;R11;A24;D093;UU00851
2016;2016-17;Département;Deux-Sèvres;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;163;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D079;R75;A13;D079;
2009;2009-10;Département;Seine-Saint-Denis;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;3;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D093;R11;A24;D093;
2016;2016-17;Département;Somme;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;69;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D080;R32;A20;D080;
2009;2009-10;Département;Val-d'Oise;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;722;non;;oui;722;oui;Données diffusables;non;Autres données;DEPARTEMENT;D095;R11;A25;D095;
2009;2009-10;Département;Guadeloupe;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;28;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D971;R01;A32;D971;
2016;2016-17;Département;Tarn;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;300;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D081;R76;A16;D081;
2014;2014-15;Unité urbaine;Douai - Lens;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;250;non;;oui;250;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU00756;R32;;;UU00756
2016;2016-17;Région;Guadeloupe;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;214;non;;non;;oui;Données diffusables;non;Autres données;REGION;R01;R01;;;
2014;2014-15;Unité urbaine;Toulon;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;123;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU00757;R93;;;UU00757
2016;2016-17;Région;Centre-Val de Loire;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;185;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2014;2014-15;Unité urbaine;Toulon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;5389;oui;876;oui;246;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU00757;R93;;;UU00757
2016;2016-17;Région;Bourgogne-Franche-Comté;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;279;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2016;2016-17;Région;Bourgogne-Franche-Comté;ESPE;ESPE;PU;Établissements publics;2;Feminin;1741;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2016;2016-17;Région;Normandie;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;500;non;;non;;oui;Données diffusables;non;Autres données;REGION;R28;R28;;;
2016;2016-17;Région;Hauts-de-France;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;93;non;;non;;oui;Données diffusables;non;Autres données;REGION;R32;R32;;;
2016;2016-17;Région;Grand Est;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;7005;non;;non;;oui;Données diffusables;non;Autres données;REGION;R44;R44;;;
2016;2016-17;Région;Bretagne;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;3032;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2016;2016-17;Région;Nouvelle-Aquitaine;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;717;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2014;2014-15;Unité urbaine;Paris;UNIV;Universités;PU;Établissements publics;2;Feminin;210053;oui;6926;oui;643;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU00851;R11;;;UU00851
2016;2016-17;Région;Nouvelle-Aquitaine;ESPE;ESPE;PU;Établissements publics;1;Masculin;1520;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2016;2016-17;Région;Occitanie;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;5267;non;;oui;5267;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2016;2016-17;Région;Auvergne-Rhône-Alpes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;914;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2014;2014-15;Unité urbaine;Oyonnax;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;26;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU01401;R84;;;UU01401
2014;2014-15;Unité urbaine;Bourg-en-Bresse;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;417;non;;oui;3;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU01501;R84;;;UU01501
2016;2016-17;Académie;Toulouse;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;209;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A16;R76;A16;;
2014;2014-15;Unité urbaine;Château-Thierry;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;49;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU02401;R32;;;UU02401
2016;2016-17;Académie;Toulouse;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;1419;non;;oui;1419;oui;Données diffusables;non;Autres données;ACADEMIE;A16;R76;A16;;
2014;2014-15;Unité urbaine;Gannat;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;26;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU03202;R84;;;UU03202
2016;2016-17;Académie;Toulouse;UNIV;Universités;PU;Établissements publics;2;Feminin;46948;oui;2385;oui;98;oui;Données diffusables;non;Autres données;ACADEMIE;A16;R76;A16;;
2016;2016-17;Académie;Nantes;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;919;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A17;R52;A17;;
2014;2014-15;Unité urbaine;Embrun;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;38;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU05201;R93;;;UU05201
2014;2014-15;Unité urbaine;Nice;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;640;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU06701;R93;;;UU06701
2014;2014-15;Unité urbaine;Nice;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;1088;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU06701;R93;;;UU06701
2014;2014-15;Unité urbaine;Privas;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;9;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU07301;R84;;;UU07301
2014;2014-15;Unité urbaine;Saint-Girons;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;22;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU09203;R76;;;UU09203
2014;2014-15;Unité urbaine;Romilly-sur-Seine;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;9;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU10301;R44;;;UU10301
2014;2014-15;Unité urbaine;Troyes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;884;non;;oui;30;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU10601;R44;;;UU10601
2014;2014-15;Unité urbaine;Narbonne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;27;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU11502;R76;;;UU11502
2014;2014-15;Unité urbaine;Meaux;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;73;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU77501;R11;;;UU77501
2014;2014-15;Unité urbaine;Melle;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;91;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU79203;R75;;;UU79203
2014;2014-15;Unité urbaine;Thouars;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;29;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU79302;R75;;;UU79302
2014;2014-15;Unité urbaine;Parthenay;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;44;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU79303;R75;;;UU79303
2014;2014-15;Unité urbaine;Bressuire;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;55;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU79304;R75;;;UU79304
2014;2014-15;Unité urbaine;Niort;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;30;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU79501;R75;;;UU79501
2014;2014-15;Unité urbaine;Amiens;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;126;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU80601;R32;;;UU80601
2014;2014-15;Unité urbaine;Amiens;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;1113;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU80601;R32;;;UU80601
2014;2014-15;Unité urbaine;Amiens;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;30;non;;oui;30;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU80601;R32;;;UU80601
2014;2014-15;Unité urbaine;Amiens;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;14681;oui;585;oui;30;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU80601;R32;;;UU80601
2014;2014-15;Unité urbaine;Valence;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;27;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU82202;R76;;;UU82202
2014;2014-15;Unité urbaine;Montauban;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;55;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU82501;R76;;;UU82501
2014;2014-15;Unité urbaine;Draguignan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;371;oui;52;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU83501;R93;;;UU83501
2014;2014-15;Unité urbaine;Pouzauges;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;4;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU85201;R52;;;UU85201
2014;2014-15;Unité urbaine;Montaigu;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;53;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU85302;R52;;;UU85302
2014;2014-15;Unité urbaine;La Roche-sur-Yon;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;300;non;;oui;300;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU85501;R52;;;UU85501
2014;2014-15;Unité urbaine;La Roche-sur-Yon;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;907;non;;oui;13;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU85501;R52;;;UU85501
2014;2014-15;Unité urbaine;Limoges;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;168;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU87601;R75;;;UU87601
2014;2014-15;Unité urbaine;Gérardmer;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;22;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU88301;R44;;;UU88301
2014;2014-15;Unité urbaine;Épinal;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;15;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU88501;R44;;;UU88501
2014;2014-15;Unité urbaine;Épinal;GE;Grands établissements MENESR;PU;Établissements publics;2;Feminin;538;oui;127;oui;68;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU88501;R44;;;UU88501
2014;2014-15;Unité urbaine;Épinal;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;40;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU88501;R44;;;UU88501
2014;2014-15;Unité urbaine;Avallon;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;26;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU89203;R27;;;UU89203
2014;2014-15;Unité urbaine;Châteaubriant;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;9;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU44302;R52;;;UU44302
2014;2014-15;Unité urbaine;Nantes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;582;non;;oui;582;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU44701;R52;;;UU44701
2014;2014-15;Unité urbaine;Orléans;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;188;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU45701;R24;;;UU45701
2014;2014-15;Unité urbaine;Agen;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;23;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU47501;R75;;;UU47501
2014;2014-15;Unité urbaine;Agen;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;27;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU47501;R75;;;UU47501
2014;2014-15;Unité urbaine;Agen;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;198;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU47501;R75;;;UU47501
2014;2014-15;Unité urbaine;Agen;ESPE;ESPE;PU;Établissements publics;1;Masculin;27;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU47501;R75;;;UU47501
2014;2014-15;Unité urbaine;Agen;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;110;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU47501;R75;;;UU47501
2014;2014-15;Unité urbaine;Saint-Chély-d'Apcher;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;53;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU48103;R76;;;UU48103
2014;2014-15;Unité urbaine;Mende;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;2;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU48301;R76;;;UU48301
2014;2014-15;Unité urbaine;Mende;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;114;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU48301;R76;;;UU48301
2014;2014-15;Unité urbaine;Angers;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;285;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU49701;R52;;;UU49701
2014;2014-15;Unité urbaine;Angers;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;421;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU49701;R52;;;UU49701
2014;2014-15;Unité urbaine;Cherbourg-Octeville;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;17;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU50501;R28;;;UU50501
2014;2014-15;Unité urbaine;Chaumont;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;219;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU52401;R44;;;UU52401
2014;2014-15;Unité urbaine;Ludres;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;20;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU54206;R44;;;UU54206
2014;2014-15;Unité urbaine;Pontarlier;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;110;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU25401;R27;;;UU25401
2014;2014-15;Unité urbaine;Montbéliard;UT;Universités de technologie (UT);PU;Établissements publics;2;Feminin;107;non;;oui;107;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU25601;R27;;;UU25601
2014;2014-15;Unité urbaine;Besançon;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;474;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU25602;R27;;;UU25602
2014;2014-15;Unité urbaine;Anneyron;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;30;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU26107;R84;;;UU26107
