rentree;rentree_universitaire;niveau_geographique;geo_nom;regroupement;rgp_formations_ou_etablissements;secteur;secteur_de_l_etablissement;sexe;sexe_de_l_etudiant;effectif;a_des_effectifs_dut;effectif_dut;a_des_effectifs_ing;effectif_ing;diffusable;donnees_diffusables;secret;donnees_soumises_au_secret_stat;niveau_geo;geo_id;reg_id;aca_id;dep_id;uucr_id
2013;2013-14;Commune;Marseille 15e;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;180;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13215;R93;A02;D013;UU00759
2011;2011-12;Commune;Port-Saint-Louis-du-Rhône;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;44;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13078;R93;A02;D013;UU13214
2013;2013-14;Commune;Brest;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;362;non;;oui;362;oui;Données diffusables;non;Autres données;COMMUNE;29019;R53;A14;D029;UU29701
2011;2011-12;Commune;Salon-de-Provence;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;54;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13103;R93;A02;D013;UU13501
2013;2013-14;Commune;Épron;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;302;non;;oui;292;oui;Données diffusables;non;Autres données;COMMUNE;14242;R28;A05;D014;UU14601
2011;2011-12;Commune;Marseille  5e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;215;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13205;R93;A02;D013;UU00759
2009;2009-10;Commune;Gradignan;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;145;non;;oui;145;oui;Données diffusables;non;Autres données;COMMUNE;33192;R75;A04;D033;UU33701
2011;2011-12;Commune;Marseille  5e;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;503;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13205;R93;A02;D013;UU00759
2013;2013-14;Commune;Quimper;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;45;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29232;R53;A14;D029;UU29501
2011;2011-12;Commune;Marseille  6e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;376;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13206;R93;A02;D013;UU00759
2013;2013-14;Commune;Quimper;UNIV;Universités;PU;Établissements publics;2;Feminin;1339;oui;447;oui;54;oui;Données diffusables;non;Autres données;COMMUNE;29232;R53;A14;D029;UU29501
2011;2011-12;Commune;Marseille 10e;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;16;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13210;R93;A02;D013;UU00759
2013;2013-14;Commune;Segonzac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;5;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;16366;R75;A13;D016;CR16366
2011;2011-12;Commune;Marseille 11e;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;139;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13211;R93;A02;D013;UU00759
2013;2013-14;Commune;Nîmes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;58;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;30189;R76;A11;D030;UU30601
2011;2011-12;Commune;Marseille 11e;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;4;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13211;R93;A02;D013;UU00759
2009;2009-10;Commune;Landrecies;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;20;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59331;R32;A09;D059;UU59123
2011;2011-12;Commune;Marseille 12e;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;26;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13212;R93;A02;D013;UU00759
2009;2009-10;Commune;Lille;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;3686;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59350;R32;A09;D059;UU59702
2010;2010-11;Unité urbaine;Toul;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;28;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU54402;R44;;;UU54402
2012;2012-13;Unité urbaine;Le Cateau-Cambrésis;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;35;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU59208;R32;;;UU59208
2010;2010-11;Unité urbaine;Lunéville;UNIV;Universités;PU;Établissements publics;1;Masculin;149;oui;93;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU54403;R44;;;UU54403
2010;2010-11;Unité urbaine;Verdun;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;23;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU55401;R44;;;UU55401
2009;2009-10;Commune;Maubeuge;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;216;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59392;R32;A09;D059;UU59601
2010;2010-11;Unité urbaine;Guer;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;26;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU56211;R53;;;UU56211
2012;2012-13;Unité urbaine;Lille;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;1208;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU59702;R32;;;UU59702
2010;2010-11;Unité urbaine;Pontivy;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;171;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU56303;R53;;;UU56303
2013;2013-14;Commune;Saint-Lô;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;442;oui;37;oui;21;oui;Données diffusables;non;Autres données;COMMUNE;50502;R28;A05;D050;UU50401
2010;2010-11;Unité urbaine;Auray;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;37;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU56401;R53;;;UU56401
2012;2012-13;Unité urbaine;Méru;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;9;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU60302;R32;;;UU60302
2010;2010-11;Unité urbaine;Vannes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;35;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU56501;R53;;;UU56501
2009;2009-10;Commune;Valenciennes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;354;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;59606;R32;A09;D059;UU59701
2010;2010-11;Unité urbaine;Vannes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;229;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU56501;R53;;;UU56501
2012;2012-13;Unité urbaine;Beauvais;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;534;oui;134;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU60501;R32;;;UU60501
2010;2010-11;Unité urbaine;Ottange;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;44;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU57115;R44;;;UU57115
2013;2013-14;Commune;Langres;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;25;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;52269;R44;A19;D052;UU52202
2010;2010-11;Unité urbaine;Schoeneck;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;63;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU57119;R44;;;UU57119
2012;2012-13;Unité urbaine;Compiègne;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;44;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU60502;R32;;;UU60502
2010;2010-11;Unité urbaine;Saint-Avold;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;141;oui;65;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU57402;R44;;;UU57402
2009;2009-10;Commune;Creil;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;COMMUNE;60175;R32;A20;D060;UU60601
2010;2010-11;Unité urbaine;Forbach;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;217;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU57501;R44;;;UU57501
2013;2013-14;Commune;Briey;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;129;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;54099;R44;A12;D054;UU54204
2010;2010-11;Unité urbaine;Nevers;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;9;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU58501;R27;;;UU58501
2012;2012-13;Unité urbaine;Sées;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;94;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU61107;R28;;;UU61107
2010;2010-11;Unité urbaine;Fourmies;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;36;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU59305;R32;;;UU59305
2013;2013-14;Commune;Longwy;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;57;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;54323;R44;A12;D054;UU54405
2010;2010-11;Unité urbaine;Fourmies;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;28;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU59305;R32;;;UU59305
2009;2009-10;Commune;Pont-Sainte-Maxence;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;16;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;60509;R32;A20;D060;UU60305
2010;2010-11;Unité urbaine;Valenciennes;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;161;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU59701;R32;;;UU59701
2013;2013-14;Commune;Arradon;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;1;Masculin;116;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;56003;R53;A14;D056;UU56202
2010;2010-11;Unité urbaine;Lille;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;372;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU59702;R32;;;UU59702
2013;2013-14;Commune;Gourin;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;30;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;56066;R53;A14;D056;UU56115
2010;2010-11;Unité urbaine;Lille;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;652;non;;oui;652;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU59702;R32;;;UU59702
2012;2012-13;Unité urbaine;Saint-Omer;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;25;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU62501;R32;;;UU62501
2010;2010-11;Unité urbaine;Lille;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;851;non;;oui;851;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU59702;R32;;;UU59702
2013;2013-14;Commune;Algrange;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;41;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;57012;R44;A12;D057;UU57601
2010;2010-11;Unité urbaine;Clermont;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;102;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU60401;R32;;;UU60401
2012;2012-13;Unité urbaine;Clermont-Ferrand;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;30;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU63701;R84;;;UU63701
2010;2010-11;Unité urbaine;Mortagne-au-Perche;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;8;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU61201;R28;;;UU61201
2012;2012-13;Unité urbaine;Clermont-Ferrand;UNIV;Universités;PU;Établissements publics;2;Feminin;15303;oui;470;oui;264;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU63701;R84;;;UU63701
2010;2010-11;Unité urbaine;La Ferté-Macé;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;12;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU61202;R28;;;UU61202
2012;2012-13;Unité urbaine;Mauléon-Licharre;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;38;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU64204;R75;;;UU64204
2010;2010-11;Unité urbaine;L'Aigle;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;112;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU61301;R28;;;UU61301
2012;2012-13;Unité urbaine;Pau;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;297;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU64601;R75;;;UU64601
2010;2010-11;Unité urbaine;Argentan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;27;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU61302;R28;;;UU61302
2013;2013-14;Commune;Dieuze;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;12;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;57177;R44;A12;D057;UU57129
2010;2010-11;Unité urbaine;Saint-Omer;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;;non;;non;;non;Données non diffusables;oui;Données soumises au secret statistique;UNITE_URBAINE;UU62501;R32;;;UU62501
2013;2013-14;Commune;Forbach;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;34;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;57227;R44;A12;D057;UU57501
2010;2010-11;Unité urbaine;Arras;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;634;non;;oui;137;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU62502;R32;;;UU62502
2013;2013-14;Commune;Digne-les-Bains;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;3;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;4070;R93;A02;D004;UU04301
2010;2010-11;Unité urbaine;Boulogne-sur-Mer;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1595;oui;60;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU62503;R32;;;UU62503
2009;2009-10;Commune;Montreuil;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;34;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62588;R32;A09;D062;UU62201
2010;2010-11;Unité urbaine;Calais;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;27;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU62504;R32;;;UU62504
2013;2013-14;Commune;Cagnes-sur-Mer;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;26;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;6027;R93;A23;D006;UU06701
2010;2010-11;Unité urbaine;Hasparren;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;15;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU64202;R75;;;UU64202
2012;2012-13;Unité urbaine;Saverne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;145;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU67307;R44;;;UU67307
2010;2010-11;Unité urbaine;Vic-en-Bigorre;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;49;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU65201;R76;;;UU65201
2013;2013-14;Commune;Cannes;UNIV;Universités;PU;Établissements publics;1;Masculin;83;oui;65;non;;oui;Données diffusables;non;Autres données;COMMUNE;6029;R93;A23;D006;UU06701
2010;2010-11;Unité urbaine;Tarbes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;24;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU65501;R76;;;UU65501
2010;2010-11;Unité urbaine;Tarbes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;144;non;;oui;144;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU65501;R76;;;UU65501
2009;2009-10;Commune;Tilloy-lès-Mofflaines;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;43;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;62817;R32;A09;D062;UU62502
2010;2010-11;Unité urbaine;Strasbourg;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;125;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU67701;R44;;;UU67701
2012;2012-13;Unité urbaine;Guebwiller;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;71;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU68401;R44;;;UU68401
2010;2010-11;Unité urbaine;Strasbourg;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;269;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU67701;R44;;;UU67701
2013;2013-14;Commune;Bazeilles;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;73;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;8053;R44;A19;D008;UU08401
2010;2010-11;Unité urbaine;Strasbourg;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;22254;oui;1018;oui;1633;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU67701;R44;;;UU67701
