rentree;rentree_universitaire;niveau_geographique;geo_nom;regroupement;rgp_formations_ou_etablissements;secteur;secteur_de_l_etablissement;sexe;sexe_de_l_etudiant;effectif;a_des_effectifs_dut;effectif_dut;a_des_effectifs_ing;effectif_ing;diffusable;donnees_diffusables;secret;donnees_soumises_au_secret_stat;niveau_geo;geo_id;reg_id;aca_id;dep_id;uucr_id
2013;2013-14;Unité urbaine;Angoulême;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;64;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU16601;R75;;;UU16601
2003;2003-04;Unité urbaine;Périgueux;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;129;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU24501;R75;;;UU24501
2015;2015-16;Commune;Remiremont;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;133;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;88383;R44;A12;D088;UU88401
2015;2015-16;Commune;Gron;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;21;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;89195;R27;A07;D089;CR89195
2014;2014-15;Commune;Valence;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;62;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26362;R84;A08;D026;UU00651
2003;2003-04;Unité urbaine;Besançon;UNIV;Universités;PU;Établissements publics;2;Feminin;9615;oui;448;oui;30;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU25602;R27;;;UU25602
2015;2015-16;Commune;Athis-Mons;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;125;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;91027;R11;A25;D091;UU00851
2003;2003-04;Unité urbaine;Bernay;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;29;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU27301;R28;;;UU27301
2003;2003-04;Unité urbaine;Pont-Audemer;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;39;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU27303;R28;;;UU27303
2015;2015-16;Commune;Paris  7e;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;1063;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75107;R11;A01;D075;UU00851
2014;2014-15;Commune;Lopérec;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;29;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29139;R53;A14;D029;CR29139
2003;2003-04;Unité urbaine;Chartres;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;343;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU28501;R24;;;UU28501
2003;2003-04;Unité urbaine;Châteaulin;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;54;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU29204;R53;;;UU29204
2015;2015-16;Commune;Paris 11e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;4353;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75111;R11;A01;D075;UU00851
2015;2015-16;Commune;Paris 12e;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;174;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75112;R11;A01;D075;UU00851
2015;2015-16;Commune;Paris 13e;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;1148;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75113;R11;A01;D075;UU00851
2003;2003-04;Unité urbaine;Bastia;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;66;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU2B501;R94;;;UU2B501
2015;2015-16;Commune;Paris 14e;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;28;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75114;R11;A01;D075;UU00851
2003;2003-04;Unité urbaine;Nîmes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;70;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU30601;R76;;;UU30601
2015;2015-16;Commune;Paris 16e;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;2718;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;75116;R11;A01;D075;UU00851
2003;2003-04;Unité urbaine;Bazas;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;8;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU33122;R75;;;UU33122
2003;2003-04;Département;Dordogne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;43;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D024;R75;A04;D024;
2003;2003-04;Département;Dordogne;UNIV;Universités;PU;Établissements publics;2;Feminin;588;oui;318;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D024;R75;A04;D024;
2014;2014-15;Commune;Auch;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;1;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;32013;R76;A16;D032;UU32401
2014;2014-15;Commune;Arcachon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;37;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33009;R75;A04;D033;UU33501
2003;2003-04;Département;Finistère;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;374;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D029;R53;A14;D029;
2003;2003-04;Département;Corse-du-Sud;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;16;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D02A;R94;A27;D02A;
2014;2014-15;Commune;Talence;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;14;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33522;R75;A04;D033;UU33701
2003;2003-04;Unité urbaine;Le Blanc;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;70;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU36201;R24;;;UU36201
2003;2003-04;Département;Gard;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;4128;oui;812;oui;483;oui;Données diffusables;non;Autres données;DEPARTEMENT;D030;R76;A11;D030;
2014;2014-15;Commune;Montpellier;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;339;non;;oui;339;oui;Données diffusables;non;Autres données;COMMUNE;34172;R76;A11;D034;UU34701
2003;2003-04;Unité urbaine;Tours;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;9745;oui;753;oui;477;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU37701;R24;;;UU37701
2003;2003-04;Département;Gironde;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;1948;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D033;R75;A04;D033;
2003;2003-04;Unité urbaine;Bourgoin-Jallieu;UNIV;Universités;PU;Établissements publics;2;Feminin;27;oui;27;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU38501;R84;;;UU38501
2014;2014-15;Commune;Laon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;432;oui;166;non;;oui;Données diffusables;non;Autres données;COMMUNE;2408;R32;A20;D002;UU02403
2014;2014-15;Commune;Embrun;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;38;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;5046;R93;A02;D005;UU05201
2014;2014-15;Commune;Cannes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;32;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;6029;R93;A23;D006;UU06701
2003;2003-04;Département;Oise;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;67;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D060;R32;A20;D060;
2003;2003-04;Département;Oise;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;18;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D060;R32;A20;D060;
2003;2003-04;Département;Loire-Atlantique;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;63;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D044;R52;A17;D044;
2014;2014-15;Commune;Aubenas;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;15;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;7019;R84;A08;D007;UU07402
2014;2014-15;Commune;Saint-Girons;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;38;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;9261;R76;A16;D009;UU09203
2014;2014-15;Commune;Sainte-Savine;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;131;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;10362;R44;A19;D010;UU10601
2003;2003-04;Département;Lozère;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;364;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D048;R76;A11;D048;
2003;2003-04;Département;Puy-de-Dôme;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;2;Feminin;577;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D063;R84;A06;D063;
2014;2014-15;Commune;Narbonne;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;75;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;11262;R76;A11;D011;UU11502
2003;2003-04;Département;Haute-Marne;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;346;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D052;R44;A19;D052;
2003;2003-04;Département;Pyrénées-Atlantiques;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;559;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D064;R75;A04;D064;
2014;2014-15;Commune;Gardanne;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;140;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13041;R93;A02;D013;UU00759
2014;2014-15;Commune;Lambesc;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;63;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13050;R93;A02;D013;UU13213
2003;2003-04;Département;Pyrénées-Atlantiques;UNIV;Universités;PU;Établissements publics;2;Feminin;6554;oui;381;oui;70;oui;Données diffusables;non;Autres données;DEPARTEMENT;D064;R75;A04;D064;
2003;2003-04;Département;Hautes-Pyrénées;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;155;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D065;R76;A16;D065;
2014;2014-15;Commune;Marseille  7e;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;202;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13207;R93;A02;D013;UU00759
2014;2014-15;Commune;Marseille  9e;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;136;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13209;R93;A02;D013;UU00759
2003;2003-04;Département;Pyrénées-Orientales;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;10;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D066;R76;A11;D066;
2014;2014-15;Commune;Marseille 15e;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;44;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13215;R93;A02;D013;UU00759
2014;2014-15;Commune;Marseille 15e;UNIV;Universités;PU;Établissements publics;2;Feminin;186;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;13215;R93;A02;D013;UU00759
2014;2014-15;Commune;Bayeux;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;26;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14047;R28;A05;D014;UU14303
2014;2014-15;Commune;Caen;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;67;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14118;R28;A05;D014;UU14601
2014;2014-15;Commune;Caen;ESPE;ESPE;PU;Établissements publics;2;Feminin;629;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14118;R28;A05;D014;UU14601
2014;2014-15;Commune;Caen;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;11119;oui;604;oui;543;oui;Données diffusables;non;Autres données;COMMUNE;14118;R28;A05;D014;UU14601
2014;2014-15;Commune;Deauville;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;10;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14220;R28;A05;D014;UU14402
2014;2014-15;Commune;Deauville;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;6;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;14220;R28;A05;D014;UU14402
2003;2003-04;Unité urbaine;Marseille - Aix-en-Provence;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;1845;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU00759;R93;;;UU00759
2014;2014-15;Commune;Lisieux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;233;oui;109;non;;oui;Données diffusables;non;Autres données;COMMUNE;14366;R28;A05;D014;UU14401
2003;2003-04;Département;Haute-Saône;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;181;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D070;R27;A03;D070;
2013;2013-14;Unité urbaine;Meymac;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;101;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU19101;R75;;;UU19101
2003;2003-04;Unité urbaine;Bourg-en-Bresse;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;185;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU01501;R84;;;UU01501
2013;2013-14;Unité urbaine;Guingamp;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;678;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU22401;R53;;;UU22401
2003;2003-04;Département;Saône-et-Loire;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;112;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D071;R27;A07;D071;
2013;2013-14;Unité urbaine;Dinan;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;101;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU22402;R53;;;UU22402
2013;2013-14;Unité urbaine;Besançon;ESPE;ESPE;PU;Établissements publics;2;Feminin;253;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU25602;R27;;;UU25602
2003;2003-04;Unité urbaine;Nice;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;60;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU06701;R93;;;UU06701
2013;2013-14;Unité urbaine;Évreux;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;42;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU27501;R28;;;UU27501
2003;2003-04;Unité urbaine;Annonay;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;25;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU07401;R84;;;UU07401
2013;2013-14;Unité urbaine;Chartres;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;37;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU28501;R24;;;UU28501
2003;2003-04;Département;Seine-et-Marne;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;183;non;;oui;183;oui;Données diffusables;non;Autres données;DEPARTEMENT;D077;R11;A24;D077;
2013;2013-14;Unité urbaine;Uzès;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;6;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU30301;R76;;;UU30301
2013;2013-14;Unité urbaine;Nîmes;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;7;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU30601;R76;;;UU30601
2003;2003-04;Département;Somme;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;61;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D080;R32;A20;D080;
2003;2003-04;Département;Tarn;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;142;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D081;R76;A16;D081;
2003;2003-04;Unité urbaine;Salon-de-Provence;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;12;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU13501;R93;;;UU13501
2013;2013-14;Unité urbaine;Saint-Gaudens;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;15;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU31302;R76;;;UU31302
2003;2003-04;Unité urbaine;Falaise;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;10;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU14205;R28;;;UU14205
2003;2003-04;Unité urbaine;Angoulême;UNIV;Universités;PU;Établissements publics;1;Masculin;703;oui;303;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU16601;R75;;;UU16601
2013;2013-14;Unité urbaine;Toulouse;INP;Instituts nationaux polytechniques (INP);PU;Établissements publics;2;Feminin;1408;non;;oui;1006;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU31701;R76;;;UU31701
2003;2003-04;Département;Vendée;UNIV;Universités;PU;Établissements publics;1;Masculin;310;oui;131;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D085;R52;A17;D085;
2003;2003-04;Département;Vienne;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;28;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D086;R75;A13;D086;
2013;2013-14;Unité urbaine;Bordeaux;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;543;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU33701;R75;;;UU33701
2003;2003-04;Département;Yonne;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;368;non;;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D089;R27;A07;D089;
2013;2013-14;Unité urbaine;Clermont-l'Hérault;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;10;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU34213;R76;;;UU34213
2003;2003-04;Département;Essonne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;1517;non;;oui;864;oui;Données diffusables;non;Autres données;DEPARTEMENT;D091;R11;A25;D091;
2013;2013-14;Unité urbaine;Béziers;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;201;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU34501;R76;;;UU34501
2013;2013-14;Unité urbaine;Sète;UNIV;Universités;PU;Établissements publics;2;Feminin;85;oui;64;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU34502;R76;;;UU34502
2003;2003-04;Académie;Toulouse;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;367;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A16;R76;A16;;
2013;2013-14;Unité urbaine;Le Rheu;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;83;non;;non;;oui;Données diffusables;non;Autres données;UNITE_URBAINE;UU35303;R53;;;UU35303
2003;2003-04;Académie;Amiens;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;715;non;;non;;oui;Données diffusables;non;Autres données;ACADEMIE;A20;R32;A20;;
2003;2003-04;Département;Val-de-Marne;UNIV;Universités;PU;Établissements publics;2;Feminin;15618;oui;553;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D094;R11;A24;D094;
2003;2003-04;Département;Guadeloupe;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;3042;oui;19;non;;oui;Données diffusables;non;Autres données;DEPARTEMENT;D971;R01;A32;D971;
2003;2003-04;Académie;Nice;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;247;non;;oui;247;oui;Données diffusables;non;Autres données;ACADEMIE;A23;R93;A23;;
